Sensor,Sensor ID,Hour,Pedestrian_Count,Hour_24,Time_Period,Location_Type
Chinatown-Swanston St (North),19,Midnight,363.0,0,Night,Mixed Use
Chinatown-Lt Bourke St (South),20,Midnight,334.0,0,Night,Mixed Use
Bourke St-Russell St (West),21,Midnight,327.0,0,Night,Mixed Use
Flinders St-Elizabeth St (East),22,Midnight,378.0,0,Night,Mixed Use
Spencer St-Collins St (South),23,Midnight,60.0,0,Night,Mixed Use
Spencer St-Collins St (North),24,Midnight,265.0,0,Night,Mixed Use
Melbourne Convention Exhibition Centre,25,Midnight,162.0,0,Night,Mixed Use
QV Market-Elizabeth St (West),26,Midnight,0.0,0,Night,Mixed Use
QV Market-Peel St,27,Midnight,41.0,0,Night,Mixed Use
The Arts Centre,28,Midnight,106.0,0,Night,Mixed Use
St Kilda Rd-Alexandra Gardens,29,Midnight,104.0,0,Night,Mixed Use
Lonsdale St (South),30,Midnight,504.0,0,Night,Mixed Use
Lygon St (West),31,Midnight,146.0,0,Night,Mixed Use
Southbank,35,Midnight,740.0,0,Night,Mixed Use
Queen St (West),36,Midnight,228.0,0,Night,Mixed Use
Lygon St (East),37,Midnight,120.0,0,Night,Mixed Use
Alfred Place,39,Midnight,0.0,0,Night,Mixed Use
Lonsdale St-Spring St (West),40,Midnight,42.0,0,Night,Mixed Use
Grattan St-Swanston St (West),42,Midnight,14.0,0,Night,Mixed Use
Monash Rd-Swanston St (West),43,Midnight,9.0,0,Night,Mixed Use
Tin Alley-Swanston St (West),44,Midnight,2.0,0,Night,Mixed Use
Little Collins St-Swanston St (East),45,Midnight,296.0,0,Night,Mixed Use
Flinders La-Swanston St (West),41,Midnight,594.0,0,Night,Mixed Use
Pelham St (South),46,Midnight,1.0,0,Night,Mixed Use
Melbourne Central-Elizabeth St (East),47,Midnight,260.0,0,Night,Transport Hub
QVM-Queen St (East),48,Midnight,0.0,0,Night,Mixed Use
QVM-Therry St (South),49,Midnight,109.0,0,Night,Mixed Use
Faraday St-Lygon St (West),50,Midnight,41.0,0,Night,Mixed Use
QVM-Franklin St (North),51,Midnight,41.0,0,Night,Mixed Use
Elizabeth St-Lonsdale St (South),52,Midnight,274.0,0,Night,Mixed Use
Collins St (North),53,Midnight,71.0,0,Night,Mixed Use
Lincoln-Swanston (West),54,Midnight,38.0,0,Night,Mixed Use
Lonsdale St - Elizabeth St (North),56,Midnight,186.0,0,Night,Mixed Use
Bourke St Bridge,57,Midnight,0.0,0,Night,Outdoor
Bourke St - Spencer St (North),58,Midnight,228.0,0,Night,Mixed Use
RMIT Building 80,59,Midnight,158.0,0,Night,Mixed Use
RMIT Building 14,61,Midnight,101.0,0,Night,Mixed Use
Elizabeth St-La Trobe St (East),55,Midnight,0.0,0,Night,Mixed Use
La Trobe St (North),62,Midnight,74.0,0,Night,Mixed Use
231 Bourke St,63,Midnight,108.0,0,Night,Mixed Use
Royal Pde - Grattan St,64,Midnight,0.0,0,Night,Mixed Use
Swanston St - City Square,65,Midnight,0.0,0,Night,Mixed Use
State Library- New,66,Midnight,303.0,0,Night,Mixed Use
Flinders Ln -Degraves St (South),67,Midnight,124.0,0,Night,Mixed Use
Flinders Ln -Degraves St (North),68,Midnight,46.0,0,Night,Mixed Use
Flinders Ln -Degraves St (Crossing),69,Midnight,21.0,0,Night,Mixed Use
Errol Street (East),70,Midnight,9.0,0,Night,Mixed Use
Westwood Place,71,Midnight,13.0,0,Night,Mixed Use
Flinders St- ACMI,72,Midnight,82.0,0,Night,Mixed Use
Bourke St - Spencer St (South),73,Midnight,0.0,0,Night,Mixed Use
Spring St- Flinders St (West),75,Midnight,7.0,0,Night,Mixed Use
Macaulay Rd-Bellair St,76,Midnight,3.0,0,Night,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,Midnight,34.0,0,Night,Mixed Use
Harbour Esplanade (West) - Bike Path,78,Midnight,8.0,0,Night,Mixed Use
Flinders St (South),79,Midnight,307.0,0,Night,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,Midnight,378.0,0,Night,Mixed Use
Macaulay Rd (North),85,Midnight,9.0,0,Night,Mixed Use
Queensberry St - Errol St (South),86,Midnight,5.0,0,Night,Mixed Use
Errol St (West),87,Midnight,14.0,0,Night,Mixed Use
Flagstaff station (East),88,Midnight,51.0,0,Night,Transport Hub
William St - Little Lonsdale St (West),89,Midnight,81.0,0,Night,Mixed Use
La Trobe St - William St (South),90,Midnight,61.0,0,Night,Mixed Use
114 Flinders St,91,Midnight,113.0,0,Night,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,Midnight,1.0,0,Night,Outdoor
474 Flinders St,141,Midnight,120.0,0,Night,Mixed Use
Hamer Hall - River Side,142,Midnight,9.0,0,Night,Public Building
Cnr Bourke St and Harbour Esplanade,137,Midnight,5.0,0,Night,Mixed Use
Flinders Walk - Sandridge Bridge,139,Midnight,23.0,0,Night,Outdoor
Birrarung Marr - Federation Bridge,136,Midnight,10.0,0,Night,Outdoor
Boyd Park,140,Midnight,0.0,0,Night,Outdoor
I-Hub 892 Bourke Street,130,Midnight,1.0,0,Night,Mixed Use
510 Elizabeth St,83,Midnight,0.0,0,Night,Mixed Use
512 Elizabeth St,82,Midnight,0.0,0,Night,Mixed Use
514 Elizabeth St,158,Midnight,0.0,0,Night,Mixed Use
516 Elizabeth St,159,Midnight,0.0,0,Night,Mixed Use
Batman Park,160,Midnight,198.0,0,Night,Outdoor
City Baths,161,Midnight,0.0,0,Night,Mixed Use
Birrarung Marr – COM Pole 1109,0,Midnight,24.0,0,Night,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,Midnight,102.0,0,Night,Mixed Use
I-Hub 489 Elizabeth Street,162,Midnight,122.0,0,Night,Mixed Use
I-Hub 526 La Trobe Street,164,Midnight,53.0,0,Night,Mixed Use
475 Spencer Street,165,Midnight,17.0,0,Night,Mixed Use
484 Spencer Street,166,Midnight,4.0,0,Night,Mixed Use
,,Midnight,0.0,0,Night,Unknown
,,Midnight,0.0,0,Night,Unknown
Average Hourly Pedestrian Counts for Saturday over the past 52 weeks. ,,Midnight,0.0,0,Night,Mixed Use
Sensor,Sensor ID,Midnight,0.0,0,Night,Mixed Use
Bourke Street Mall (North),1,Midnight,153.0,0,Night,Retail
Bourke Street Mall (South),2,Midnight,117.0,0,Night,Retail
Melbourne Central,3,Midnight,741.0,0,Night,Transport Hub
Town Hall (West),4,Midnight,501.0,0,Night,Public Building
Princes Bridge,5,Midnight,377.0,0,Night,Outdoor
Flinders Street Station Underpass,6,Midnight,577.0,0,Night,Transport Hub
Birrarung Marr,7,Midnight,50.0,0,Night,Mixed Use
Webb Bridge,8,Midnight,18.0,0,Night,Outdoor
Southern Cross Station,9,Midnight,32.0,0,Night,Transport Hub
Victoria Point,10,Midnight,15.0,0,Night,Mixed Use
Waterfront City,11,Midnight,14.0,0,Night,Mixed Use
New Quay,12,Midnight,66.0,0,Night,Mixed Use
Sandridge Bridge,14,Midnight,223.0,0,Night,Outdoor
Collins Place (South),17,Midnight,52.0,0,Night,Mixed Use
Collins Place (North),18,Midnight,6.0,0,Night,Mixed Use
Chinatown-Swanston St (North),19,Midnight,406.0,0,Night,Mixed Use
Chinatown-Lt Bourke St (South),20,Midnight,345.0,0,Night,Mixed Use
Bourke St-Russell St (West),21,Midnight,357.0,0,Night,Mixed Use
Flinders St-Elizabeth St (East),22,Midnight,479.0,0,Night,Mixed Use
Spencer St-Collins St (South),23,Midnight,86.0,0,Night,Mixed Use
Spencer St-Collins St (North),24,Midnight,342.0,0,Night,Mixed Use
Melbourne Convention Exhibition Centre,25,Midnight,177.0,0,Night,Mixed Use
QV Market-Elizabeth St (West),26,Midnight,0.0,0,Night,Mixed Use
QV Market-Peel St,27,Midnight,40.0,0,Night,Mixed Use
The Arts Centre,28,Midnight,89.0,0,Night,Mixed Use
St Kilda Rd-Alexandra Gardens,29,Midnight,85.0,0,Night,Mixed Use
Lonsdale St (South),30,Midnight,552.0,0,Night,Mixed Use
Lygon St (West),31,Midnight,118.0,0,Night,Mixed Use
Southbank,35,Midnight,703.0,0,Night,Mixed Use
Queen St (West),36,Midnight,245.0,0,Night,Mixed Use
Lygon St (East),37,Midnight,91.0,0,Night,Mixed Use
Alfred Place,39,Midnight,19.0,0,Night,Mixed Use
Lonsdale St-Spring St (West),40,Midnight,51.0,0,Night,Mixed Use
Grattan St-Swanston St (West),42,Midnight,18.0,0,Night,Mixed Use
Monash Rd-Swanston St (West),43,Midnight,21.0,0,Night,Mixed Use
Tin Alley-Swanston St (West),44,Midnight,8.0,0,Night,Mixed Use
Little Collins St-Swanston St (East),45,Midnight,377.0,0,Night,Mixed Use
Flinders La-Swanston St (West),41,Midnight,501.0,0,Night,Mixed Use
Pelham St (South),46,Midnight,11.0,0,Night,Mixed Use
Melbourne Central-Elizabeth St (East),47,Midnight,351.0,0,Night,Transport Hub
QVM-Queen St (East),48,Midnight,49.0,0,Night,Mixed Use
QVM-Therry St (South),49,Midnight,150.0,0,Night,Mixed Use
Faraday St-Lygon St (West),50,Midnight,48.0,0,Night,Mixed Use
QVM-Franklin St (North),51,Midnight,41.0,0,Night,Mixed Use
Elizabeth St-Lonsdale St (South),52,Midnight,297.0,0,Night,Mixed Use
Collins St (North),53,Midnight,102.0,0,Night,Mixed Use
Lincoln-Swanston (West),54,Midnight,78.0,0,Night,Mixed Use
Lonsdale St - Elizabeth St (North),56,Midnight,199.0,0,Night,Mixed Use
Bourke St Bridge,57,Midnight,0.0,0,Night,Outdoor
Bourke St - Spencer St (North),58,Midnight,232.0,0,Night,Mixed Use
RMIT Building 80,59,Midnight,210.0,0,Night,Mixed Use
RMIT Building 14,61,Midnight,146.0,0,Night,Mixed Use
Elizabeth St-La Trobe St (East),55,Midnight,70.0,0,Night,Mixed Use
La Trobe St (North),62,Midnight,137.0,0,Night,Mixed Use
231 Bourke St,63,Midnight,245.0,0,Night,Mixed Use
Royal Pde - Grattan St,64,Midnight,0.0,0,Night,Mixed Use
Swanston St - City Square,65,Midnight,174.0,0,Night,Mixed Use
State Library- New,66,Midnight,372.0,0,Night,Mixed Use
Flinders Ln -Degraves St (South),67,Midnight,138.0,0,Night,Mixed Use
Flinders Ln -Degraves St (North),68,Midnight,16.0,0,Night,Mixed Use
Flinders Ln -Degraves St (Crossing),69,Midnight,18.0,0,Night,Mixed Use
Errol Street (East),70,Midnight,17.0,0,Night,Mixed Use
Westwood Place,71,Midnight,11.0,0,Night,Mixed Use
Flinders St- ACMI,72,Midnight,140.0,0,Night,Mixed Use
Bourke St - Spencer St (South),73,Midnight,0.0,0,Night,Mixed Use
Spring St- Flinders St (West),75,Midnight,8.0,0,Night,Mixed Use
Macaulay Rd-Bellair St,76,Midnight,4.0,0,Night,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,Midnight,25.0,0,Night,Mixed Use
Harbour Esplanade (West) - Bike Path,78,Midnight,10.0,0,Night,Mixed Use
Flinders St (South),79,Midnight,360.0,0,Night,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,Midnight,479.0,0,Night,Mixed Use
Macaulay Rd (North),85,Midnight,10.0,0,Night,Mixed Use
Queensberry St - Errol St (South),86,Midnight,6.0,0,Night,Mixed Use
Errol St (West),87,Midnight,16.0,0,Night,Mixed Use
Flagstaff station (East),88,Midnight,42.0,0,Night,Transport Hub
William St - Little Lonsdale St (West),89,Midnight,71.0,0,Night,Mixed Use
La Trobe St - William St (South),90,Midnight,71.0,0,Night,Mixed Use
114 Flinders St,91,Midnight,128.0,0,Night,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,Midnight,0.0,0,Night,Outdoor
474 Flinders St,141,Midnight,140.0,0,Night,Mixed Use
Hamer Hall - River Side,142,Midnight,60.0,0,Night,Public Building
Cnr Bourke St and Harbour Esplanade,137,Midnight,1.0,0,Night,Mixed Use
Flinders Walk - Sandridge Bridge,139,Midnight,21.0,0,Night,Outdoor
Birrarung Marr - Federation Bridge,136,Midnight,6.0,0,Night,Outdoor
Boyd Park,140,Midnight,0.0,0,Night,Outdoor
I-Hub 892 Bourke Street,130,Midnight,0.0,0,Night,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,Midnight,94.0,0,Night,Mixed Use
Bourke Street Mall (North),1,Midnight,164.0,0,Night,Retail
Bourke Street Mall (South),2,Midnight,153.0,0,Night,Retail
Melbourne Central,3,Midnight,631.0,0,Night,Transport Hub
Town Hall (West),4,Midnight,1058.0,0,Night,Public Building
Princes Bridge,5,Midnight,549.0,0,Night,Outdoor
Flinders Street Station Underpass,6,Midnight,709.0,0,Night,Transport Hub
Birrarung Marr,7,Midnight,0.0,0,Night,Mixed Use
Webb Bridge,8,Midnight,17.0,0,Night,Outdoor
Southern Cross Station,9,Midnight,14.0,0,Night,Transport Hub
Victoria Point,10,Midnight,27.0,0,Night,Mixed Use
Waterfront City,11,Midnight,37.0,0,Night,Mixed Use
New Quay,12,Midnight,86.0,0,Night,Mixed Use
Sandridge Bridge,14,Midnight,306.0,0,Night,Outdoor
Collins Place (South),17,Midnight,42.0,0,Night,Mixed Use
Collins Place (North),18,Midnight,9.0,0,Night,Mixed Use
Chinatown-Swanston St (North),19,Midnight,0.0,0,Night,Mixed Use
Chinatown-Lt Bourke St (South),20,Midnight,664.0,0,Night,Mixed Use
Bourke St-Russell St (West),21,Midnight,405.0,0,Night,Mixed Use
Flinders St-Elizabeth St (East),22,Midnight,386.0,0,Night,Mixed Use
Spencer St-Collins St (South),23,Midnight,58.0,0,Night,Mixed Use
Spencer St-Collins St (North),24,Midnight,286.0,0,Night,Mixed Use
Melbourne Convention Exhibition Centre,25,Midnight,231.0,0,Night,Mixed Use
QV Market-Elizabeth St (West),26,Midnight,0.0,0,Night,Mixed Use
QV Market-Peel St,27,Midnight,58.0,0,Night,Mixed Use
The Arts Centre,28,Midnight,124.0,0,Night,Mixed Use
St Kilda Rd-Alexandra Gardens,29,Midnight,129.0,0,Night,Mixed Use
Lonsdale St (South),30,Midnight,678.0,0,Night,Mixed Use
Lygon St (West),31,Midnight,207.0,0,Night,Mixed Use
Southbank,35,Midnight,1110.0,0,Night,Mixed Use
Queen St (West),36,Midnight,247.0,0,Night,Mixed Use
Lygon St (East),37,Midnight,113.0,0,Night,Mixed Use
Alfred Place,39,Midnight,3.0,0,Night,Mixed Use
Lonsdale St-Spring St (West),40,Midnight,58.0,0,Night,Mixed Use
Grattan St-Swanston St (West),42,Midnight,8.0,0,Night,Mixed Use
Monash Rd-Swanston St (West),43,Midnight,4.0,0,Night,Mixed Use
Tin Alley-Swanston St (West),44,Midnight,4.0,0,Night,Mixed Use
Little Collins St-Swanston St (East),45,Midnight,407.0,0,Night,Mixed Use
Flinders La-Swanston St (West),41,Midnight,956.0,0,Night,Mixed Use
Pelham St (South),46,Midnight,0.0,0,Night,Mixed Use
Melbourne Central-Elizabeth St (East),47,Midnight,332.0,0,Night,Transport Hub
QVM-Queen St (East),48,Midnight,0.0,0,Night,Mixed Use
QVM-Therry St (South),49,Midnight,144.0,0,Night,Mixed Use
Faraday St-Lygon St (West),50,Midnight,29.0,0,Night,Mixed Use
QVM-Franklin St (North),51,Midnight,31.0,0,Night,Mixed Use
Elizabeth St-Lonsdale St (South),52,Midnight,377.0,0,Night,Mixed Use
Collins St (North),53,Midnight,158.0,0,Night,Mixed Use
Lincoln-Swanston (West),54,Midnight,64.0,0,Night,Mixed Use
Lonsdale St - Elizabeth St (North),56,Midnight,250.0,0,Night,Mixed Use
Bourke St Bridge,57,Midnight,0.0,0,Night,Outdoor
Bourke St - Spencer St (North),58,Midnight,328.0,0,Night,Mixed Use
RMIT Building 80,59,Midnight,136.0,0,Night,Mixed Use
RMIT Building 14,61,Midnight,172.0,0,Night,Mixed Use
Elizabeth St-La Trobe St (East),55,Midnight,0.0,0,Night,Mixed Use
La Trobe St (North),62,Midnight,109.0,0,Night,Mixed Use
231 Bourke St,63,Midnight,87.0,0,Night,Mixed Use
Royal Pde - Grattan St,64,Midnight,0.0,0,Night,Mixed Use
Swanston St - City Square,65,Midnight,0.0,0,Night,Mixed Use
State Library- New,66,Midnight,416.0,0,Night,Mixed Use
Flinders Ln -Degraves St (South),67,Midnight,216.0,0,Night,Mixed Use
Flinders Ln -Degraves St (North),68,Midnight,75.0,0,Night,Mixed Use
Flinders Ln -Degraves St (Crossing),69,Midnight,24.0,0,Night,Mixed Use
Errol Street (East),70,Midnight,28.0,0,Night,Mixed Use
Westwood Place,71,Midnight,19.0,0,Night,Mixed Use
Flinders St- ACMI,72,Midnight,91.0,0,Night,Mixed Use
Bourke St - Spencer St (South),73,Midnight,0.0,0,Night,Mixed Use
Spring St- Flinders St (West),75,Midnight,9.0,0,Night,Mixed Use
Macaulay Rd-Bellair St,76,Midnight,5.0,0,Night,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,Midnight,54.0,0,Night,Mixed Use
Harbour Esplanade (West) - Bike Path,78,Midnight,2.0,0,Night,Mixed Use
Flinders St (South),79,Midnight,360.0,0,Night,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,Midnight,386.0,0,Night,Mixed Use
Macaulay Rd (North),85,Midnight,5.0,0,Night,Mixed Use
Queensberry St - Errol St (South),86,Midnight,9.0,0,Night,Mixed Use
Errol St (West),87,Midnight,15.0,0,Night,Mixed Use
Flagstaff station (East),88,Midnight,64.0,0,Night,Transport Hub
William St - Little Lonsdale St (West),89,Midnight,143.0,0,Night,Mixed Use
La Trobe St - William St (South),90,Midnight,103.0,0,Night,Mixed Use
114 Flinders St,91,Midnight,129.0,0,Night,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,Midnight,7.0,0,Night,Outdoor
474 Flinders St,141,Midnight,168.0,0,Night,Mixed Use
Hamer Hall - River Side,142,Midnight,9.0,0,Night,Public Building
Cnr Bourke St and Harbour Esplanade,137,Midnight,1.0,0,Night,Mixed Use
Flinders Walk - Sandridge Bridge,139,Midnight,27.0,0,Night,Outdoor
Birrarung Marr - Federation Bridge,136,Midnight,12.0,0,Night,Outdoor
Boyd Park,140,Midnight,0.0,0,Night,Outdoor
I-Hub 892 Bourke Street,130,Midnight,1.0,0,Night,Mixed Use
510 Elizabeth St,83,Midnight,0.0,0,Night,Mixed Use
512 Elizabeth St,82,Midnight,0.0,0,Night,Mixed Use
514 Elizabeth St,158,Midnight,0.0,0,Night,Mixed Use
516 Elizabeth St,159,Midnight,0.0,0,Night,Mixed Use
Batman Park,160,Midnight,236.0,0,Night,Outdoor
City Baths,161,Midnight,0.0,0,Night,Mixed Use
Birrarung Marr – COM Pole 1109,0,Midnight,77.0,0,Night,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,Midnight,124.0,0,Night,Mixed Use
I-Hub 489 Elizabeth Street,162,Midnight,150.0,0,Night,Mixed Use
I-Hub 526 La Trobe Street,164,Midnight,60.0,0,Night,Mixed Use
475 Spencer Street,165,Midnight,19.0,0,Night,Mixed Use
484 Spencer Street,166,Midnight,5.0,0,Night,Mixed Use
,,Midnight,0.0,0,Night,Unknown
,,Midnight,0.0,0,Night,Unknown
Average Hourly Pedestrian Counts for Sunday over the past 4 weeks. ,,Midnight,0.0,0,Night,Mixed Use
Sensor,Sensor ID,Midnight,0.0,0,Night,Mixed Use
Bourke Street Mall (North),1,Midnight,148.0,0,Night,Retail
Bourke Street Mall (South),2,Midnight,114.0,0,Night,Retail
Melbourne Central,3,Midnight,625.0,0,Night,Transport Hub
Town Hall (West),4,Midnight,587.0,0,Night,Public Building
Princes Bridge,5,Midnight,458.0,0,Night,Outdoor
Flinders Street Station Underpass,6,Midnight,643.0,0,Night,Transport Hub
Birrarung Marr,7,Midnight,0.0,0,Night,Mixed Use
Webb Bridge,8,Midnight,11.0,0,Night,Outdoor
Southern Cross Station,9,Midnight,30.0,0,Night,Transport Hub
Victoria Point,10,Midnight,23.0,0,Night,Mixed Use
Waterfront City,11,Midnight,34.0,0,Night,Mixed Use
New Quay,12,Midnight,88.0,0,Night,Mixed Use
Sandridge Bridge,14,Midnight,281.0,0,Night,Outdoor
Collins Place (South),17,Midnight,41.0,0,Night,Mixed Use
Collins Place (North),18,Midnight,14.0,0,Night,Mixed Use
Chinatown-Swanston St (North),19,Midnight,382.0,0,Night,Mixed Use
Chinatown-Lt Bourke St (South),20,Midnight,383.0,0,Night,Mixed Use
Bourke St-Russell St (West),21,Midnight,358.0,0,Night,Mixed Use
Flinders St-Elizabeth St (East),22,Midnight,407.0,0,Night,Mixed Use
Spencer St-Collins St (South),23,Midnight,70.0,0,Night,Mixed Use
Spencer St-Collins St (North),24,Midnight,289.0,0,Night,Mixed Use
Melbourne Convention Exhibition Centre,25,Midnight,180.0,0,Night,Mixed Use
QV Market-Elizabeth St (West),26,Midnight,0.0,0,Night,Mixed Use
QV Market-Peel St,27,Midnight,42.0,0,Night,Mixed Use
The Arts Centre,28,Midnight,91.0,0,Night,Mixed Use
St Kilda Rd-Alexandra Gardens,29,Midnight,100.0,0,Night,Mixed Use
Lonsdale St (South),30,Midnight,631.0,0,Night,Mixed Use
Lygon St (West),31,Midnight,190.0,0,Night,Mixed Use
Southbank,35,Midnight,967.0,0,Night,Mixed Use
Queen St (West),36,Midnight,226.0,0,Night,Mixed Use
Lygon St (East),37,Midnight,176.0,0,Night,Mixed Use
Alfred Place,39,Midnight,1.0,0,Night,Mixed Use
Lonsdale St-Spring St (West),40,Midnight,55.0,0,Night,Mixed Use
Grattan St-Swanston St (West),42,Midnight,24.0,0,Night,Mixed Use
Monash Rd-Swanston St (West),43,Midnight,3.0,0,Night,Mixed Use
Tin Alley-Swanston St (West),44,Midnight,1.0,0,Night,Mixed Use
Little Collins St-Swanston St (East),45,Midnight,353.0,0,Night,Mixed Use
Flinders La-Swanston St (West),41,Midnight,710.0,0,Night,Mixed Use
Pelham St (South),46,Midnight,0.0,0,Night,Mixed Use
Melbourne Central-Elizabeth St (East),47,Midnight,350.0,0,Night,Transport Hub
QVM-Queen St (East),48,Midnight,0.0,0,Night,Mixed Use
QVM-Therry St (South),49,Midnight,120.0,0,Night,Mixed Use
Faraday St-Lygon St (West),50,Midnight,46.0,0,Night,Mixed Use
QVM-Franklin St (North),51,Midnight,48.0,0,Night,Mixed Use
Elizabeth St-Lonsdale St (South),52,Midnight,334.0,0,Night,Mixed Use
Collins St (North),53,Midnight,85.0,0,Night,Mixed Use
Lincoln-Swanston (West),54,Midnight,38.0,0,Night,Mixed Use
Lonsdale St - Elizabeth St (North),56,Midnight,208.0,0,Night,Mixed Use
Bourke St Bridge,57,Midnight,0.0,0,Night,Outdoor
Bourke St - Spencer St (North),58,Midnight,223.0,0,Night,Mixed Use
RMIT Building 80,59,Midnight,181.0,0,Night,Mixed Use
RMIT Building 14,61,Midnight,110.0,0,Night,Mixed Use
Elizabeth St-La Trobe St (East),55,Midnight,0.0,0,Night,Mixed Use
La Trobe St (North),62,Midnight,97.0,0,Night,Mixed Use
231 Bourke St,63,Midnight,104.0,0,Night,Mixed Use
Royal Pde - Grattan St,64,Midnight,0.0,0,Night,Mixed Use
Swanston St - City Square,65,Midnight,0.0,0,Night,Mixed Use
State Library- New,66,Midnight,406.0,0,Night,Mixed Use
Flinders Ln -Degraves St (South),67,Midnight,150.0,0,Night,Mixed Use
Flinders Ln -Degraves St (North),68,Midnight,30.0,0,Night,Mixed Use
Flinders Ln -Degraves St (Crossing),69,Midnight,18.0,0,Night,Mixed Use
Errol Street (East),70,Midnight,12.0,0,Night,Mixed Use
Westwood Place,71,Midnight,6.0,0,Night,Mixed Use
Flinders St- ACMI,72,Midnight,100.0,0,Night,Mixed Use
Bourke St - Spencer St (South),73,Midnight,0.0,0,Night,Mixed Use
Spring St- Flinders St (West),75,Midnight,4.0,0,Night,Mixed Use
Macaulay Rd-Bellair St,76,Midnight,2.0,0,Night,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,Midnight,53.0,0,Night,Mixed Use
Harbour Esplanade (West) - Bike Path,78,Midnight,9.0,0,Night,Mixed Use
Flinders St (South),79,Midnight,313.0,0,Night,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,Midnight,407.0,0,Night,Mixed Use
Macaulay Rd (North),85,Midnight,8.0,0,Night,Mixed Use
Queensberry St - Errol St (South),86,Midnight,6.0,0,Night,Mixed Use
Errol St (West),87,Midnight,21.0,0,Night,Mixed Use
Flagstaff station (East),88,Midnight,71.0,0,Night,Transport Hub
